Hour,Month,Year,El_price_DAM_RON,El_price_DAM_EUR,Quantity,Data,ROBOR 3M,Gas_quantity_DAM,Gas_price_DAM_RON,Gas_price_DAM_EUR,Oil_price,Inflation_RO,Inflation_EU
2,11,2021,181.36,37.78333333,2820.1,11/29/2021,2.66,30906.599,439.858521,91.63719188,73.34,8.71,4.9
3,11,2021,163.2,34,2832,11/29/2021,2.66,30906.599,439.858521,91.63719188,73.34,8.71,4.9
4,11,2021,184.97,38.53541667,2877.5,11/29/2021,2.66,30906.599,439.858521,91.63719188,73.34,8.71,4.9
5,11,2021,264.6,55.125,2685.2,11/29/2021,2.66,30906.599,439.858521,91.63719188,73.34,8.71,4.9
6,11,2021,617.74,128.6958333,2749.4,11/29/2021,2.66,30906.599,439.858521,91.63719188,73.34,8.71,4.9
7,11,2021,617.88,128.725,3113.1,11/29/2021,2.66,30906.599,439.858521,91.63719188,73.34,8.71,4.9
8,11,2021,1237.28,257.7666667,3016.4,11/29/2021,2.66,30906.599,439.858521,91.63719188,73.34,8.71,4.9
9,11,2021,1638.86,341.4291667,3130,11/29/2021,2.66,30906.599,439.858521,91.63719188,73.34,8.71,4.9
10,11,2021,1584.18,330.0375,3098.8,11/29/2021,2.66,30906.599,439.858521,91.63719188,73.34,8.71,4.9
11,11,2021,1464.07,305.0145833,3081.4,11/29/2021,2.66,30906.599,439.858521,91.63719188,73.34,8.71,4.9
12,11,2021,1477.52,307.8166667,3004.3,11/29/2021,2.66,30906.599,439.858521,91.63719188,73.34,8.71,4.9
13,11,2021,1101.62,229.5041667,3054.2,11/29/2021,2.66,30906.599,439.858521,91.63719188,73.34,8.71,4.9
14,11,2021,1078.45,224.6770833,3068.9,11/29/2021,2.66,30906.599,439.858521,91.63719188,73.34,8.71,4.9
15,11,2021,1248.36,260.075,2984,11/29/2021,2.66,30906.599,439.858521,91.63719188,73.34,8.71,4.9
16,11,2021,1727.98,359.9958333,2976.1,11/29/2021,2.66,30906.599,439.858521,91.63719188,73.34,8.71,4.9
17,11,2021,1781.68,371.1833333,3197.5,11/29/2021,2.66,30906.599,439.858521,91.63719188,73.34,8.71,4.9
18,11,2021,2000,416.6666667,2630.8,11/29/2021,2.66,30906.599,439.858521,91.63719188,73.34,8.71,4.9
19,11,2021,2000,416.6666667,2358.3,11/29/2021,2.66,30906.599,439.858521,91.63719188,73.34,8.71,4.9
20,11,2021,1757.2,366.0833333,2991.2,11/29/2021,2.66,30906.599,439.858521,91.63719188,73.34,8.71,4.9
21,11,2021,1535,319.7916667,2840,11/29/2021,2.66,30906.599,439.858521,91.63719188,73.34,8.71,4.9
22,11,2021,1200.97,250.2020833,2435.2,11/29/2021,2.66,30906.599,439.858521,91.63719188,73.34,8.71,4.9
23,11,2021,1015.62,211.5875,2421.4,11/29/2021,2.66,30906.599,439.858521,91.63719188,73.34,8.71,4.9
24,11,2021,735.68,153.2666667,2331.2,11/29/2021,2.66,30906.599,439.858521,91.63719188,73.34,8.71,4.9
1,11,2021,621.56,129.4916667,2107.4,11/30/2021,2.66,26321.9,449.696567,93.68678479,70.86,8.71,4.9
2,11,2021,587,122.2916667,2133,11/30/2021,2.66,26321.9,449.696567,93.68678479,70.86,8.71,4.9
3,11,2021,587,122.2916667,2220.2,11/30/2021,2.66,26321.9,449.696567,93.68678479,70.86,8.71,4.9
4,11,2021,559.23,116.50625,2215.3,11/30/2021,2.66,26321.9,449.696567,93.68678479,70.86,8.71,4.9
5,11,2021,587,122.2916667,2200.1,11/30/2021,2.66,26321.9,449.696567,93.68678479,70.86,8.71,4.9
6,11,2021,869.35,181.1145833,2153.9,11/30/2021,2.66,26321.9,449.696567,93.68678479,70.86,8.71,4.9
7,11,2021,989.82,206.2125,2430.3,11/30/2021,2.66,26321.9,449.696567,93.68678479,70.86,8.71,4.9
8,11,2021,1089.15,226.90625,2832.1,11/30/2021,2.66,26321.9,449.696567,93.68678479,70.86,8.71,4.9
9,11,2021,1230.05,256.2604167,3135,11/30/2021,2.66,26321.9,449.696567,93.68678479,70.86,8.71,4.9
10,11,2021,1126.88,234.7666667,3413,11/30/2021,2.66,26321.9,449.696567,93.68678479,70.86,8.71,4.9
11,11,2021,987.59,205.7479167,3588.9,11/30/2021,2.66,26321.9,449.696567,93.68678479,70.86,8.71,4.9
12,11,2021,587,122.2916667,3563.9,11/30/2021,2.66,26321.9,449.696567,93.68678479,70.86,8.71,4.9
13,11,2021,621.6,129.5,3501.8,11/30/2021,2.66,26321.9,449.696567,93.68678479,70.86,8.71,4.9
14,11,2021,1097.61,228.66875,3227.9,11/30/2021,2.66,26321.9,449.696567,93.68678479,70.86,8.71,4.9
15,11,2021,1172.94,244.3625,2843.3,11/30/2021,2.66,26321.9,449.696567,93.68678479,70.86,8.71,4.9
16,11,2021,1429.92,297.9,2657.5,11/30/2021,2.66,26321.9,449.696567,93.68678479,70.86,8.71,4.9
17,11,2021,1494.95,311.4479167,2990.7,11/30/2021,2.66,26321.9,449.696567,93.68678479,70.86,8.71,4.9
18,11,2021,1570.64,327.2166667,2995.6,11/30/2021,2.66,26321.9,449.696567,93.68678479,70.86,8.71,4.9
19,11,2021,1309.93,272.9020833,2944.3,11/30/2021,2.66,26321.9,449.696567,93.68678479,70.86,8.71,4.9
20,11,2021,1222.77,254.74375,2795.6,11/30/2021,2.66,26321.9,449.696567,93.68678479,70.86,8.71,4.9
21,11,2021,1140.4,237.5833333,2677.4,11/30/2021,2.66,26321.9,449.696567,93.68678479,70.86,8.71,4.9
22,11,2021,900,187.5,2710,11/30/2021,2.66,26321.9,449.696567,93.68678479,70.86,8.71,4.9
23,11,2021,621.68,129.5166667,2733.8,11/30/2021,2.66,26321.9,449.696567,93.68678479,70.86,8.71,4.9
24,11,2021,587,122.2916667,2804.7,11/30/2021,2.66,26321.9,449.696567,93.68678479,70.86,8.71,4.9
1,12,2021,555.01,115.6270833,3141.2,12/1/2021,2.66,27562.747,444.020498,92.50427042,69.53,9.08,5
2,12,2021,359,74.79166667,3133.5,12/1/2021,2.66,27562.747,444.020498,92.50427042,69.53,9.08,5
3,12,2021,263.15,54.82291667,3242.9,12/1/2021,2.66,27562.747,444.020498,92.50427042,69.53,9.08,5
4,12,2021,263.11,54.81458333,3323.7,12/1/2021,2.66,27562.747,444.020498,92.50427042,69.53,9.08,5
5,12,2021,359,74.79166667,3417.4,12/1/2021,2.66,27562.747,444.020498,92.50427042,69.53,9.08,5
6,12,2021,587,122.2916667,3407.9,12/1/2021,2.66,27562.747,444.020498,92.50427042,69.53,9.08,5
7,12,2021,626.48,130.5166667,3576,12/1/2021,2.66,27562.747,444.020498,92.50427042,69.53,9.08,5
8,12,2021,1248.08,260.0166667,3853.2,12/1/2021,2.66,27562.747,444.020498,92.50427042,69.53,9.08,5
9,12,2021,1231.66,256.5958333,3747.7,12/1/2021,2.66,27562.747,444.020498,92.50427042,69.53,9.08,5
10,12,2021,1098.83,228.9229167,3772.3,12/1/2021,2.66,27562.747,444.020498,92.50427042,69.53,9.08,5
11,12,2021,964.88,201.0166667,3670.8,12/1/2021,2.66,27562.747,444.020498,92.50427042,69.53,9.08,5
12,12,2021,626.52,130.525,3506,12/1/2021,2.66,27562.747,444.020498,92.50427042,69.53,9.08,5
13,12,2021,930.41,193.8354167,3351.3,12/1/2021,2.66,27562.747,444.020498,92.50427042,69.53,9.08,5
14,12,2021,983.17,204.8270833,3077.2,12/1/2021,2.66,27562.747,444.020498,92.50427042,69.53,9.08,5
15,12,2021,1328.77,276.8270833,2709.2,12/1/2021,2.66,27562.747,444.020498,92.50427042,69.53,9.08,5
16,12,2021,1407.53,293.2354167,2502.1,12/1/2021,2.66,27562.747,444.020498,92.50427042,69.53,9.08,5
17,12,2021,1582.15,329.6145833,2865.9,12/1/2021,2.66,27562.747,444.020498,92.50427042,69.53,9.08,5
18,12,2021,1651.53,344.06875,2904.6,12/1/2021,2.66,27562.747,444.020498,92.50427042,69.53,9.08,5
19,12,2021,1653.1,344.3958333,2828.8,12/1/2021,2.66,27562.747,444.020498,92.50427042,69.53,9.08,5
20,12,2021,1443.68,300.7666667,2716.4,12/1/2021,2.66,27562.747,444.020498,92.50427042,69.53,9.08,5
21,12,2021,1339.87,279.1395833,2587,12/1/2021,2.66,27562.747,444.020498,92.50427042,69.53,9.08,5
22,12,2021,1178.44,245.5083333,2670.1,12/1/2021,2.66,27562.747,444.020498,92.50427042,69.53,9.08,5
23,12,2021,1039.62,216.5875,2692.8,12/1/2021,2.66,27562.747,444.020498,92.50427042,69.53,9.08,5
24,12,2021,908.71,189.3145833,2973.7,12/1/2021,2.66,27562.747,444.020498,92.50427042,69.53,9.08,5
1,12,2021,587,122.2916667,2337.1,12/2/2021,2.66,17935,429.749594,89.53116542,70.56,9.08,5
2,12,2021,559.23,116.50625,2431.8,12/2/2021,2.66,17935,429.749594,89.53116542,70.56,9.08,5
3,12,2021,359,74.79166667,2494.7,12/2/2021,2.66,17935,429.749594,89.53116542,70.56,9.08,5
4,12,2021,359,74.79166667,2518.2,12/2/2021,2.66,17935,429.749594,89.53116542,70.56,9.08,5
5,12,2021,559.23,116.50625,2520,12/2/2021,2.66,17935,429.749594,89.53116542,70.56,9.08,5
6,12,2021,1042.9,217.2708333,2627.9,12/2/2021,2.66,17935,429.749594,89.53116542,70.56,9.08,5
7,12,2021,1226.86,255.5958333,2632,12/2/2021,2.66,17935,429.749594,89.53116542,70.56,9.08,5
8,12,2021,1469.47,306.1395833,3093,12/2/2021,2.66,17935,429.749594,89.53116542,70.56,9.08,5
9,12,2021,1583.68,329.9333333,3206.4,12/2/2021,2.66,17935,429.749594,89.53116542,70.56,9.08,5
10,12,2021,1508.95,314.3645833,3219.3,12/2/2021,2.66,17935,429.749594,89.53116542,70.56,9.08,5
11,12,2021,1459.93,304.1520833,3064.3,12/2/2021,2.66,17935,429.749594,89.53116542,70.56,9.08,5
12,12,2021,1474.67,307.2229167,2990.1,12/2/2021,2.66,17935,429.749594,89.53116542,70.56,9.08,5
13,12,2021,1459.72,304.1083333,3013.9,12/2/2021,2.66,17935,429.749594,89.53116542,70.56,9.08,5
14,12,2021,1455,303.125,2960.1,12/2/2021,2.66,17935,429.749594,89.53116542,70.56,9.08,5
15,12,2021,1445.8,301.2083333,2986.4,12/2/2021,2.66,17935,429.749594,89.53116542,70.56,9.08,5
16,12,2021,1509.25,314.4270833,3133.2,12/2/2021,2.66,17935,429.749594,89.53116542,70.56,9.08,5
17,12,2021,1622.38,337.9958333,3223.8,12/2/2021,2.66,17935,429.749594,89.53116542,70.56,9.08,5
18,12,2021,1756.78,365.9958333,3181,12/2/2021,2.66,17935,429.749594,89.53116542,70.56,9.08,5
19,12,2021,1648.96,343.5333333,3109.4,12/2/2021,2.66,17935,429.749594,89.53116542,70.56,9.08,5
20,12,2021,1486.5,309.6875,3098.4,12/2/2021,2.66,17935,429.749594,89.53116542,70.56,9.08,5
21,12,2021,1351.8,281.625,2717.4,12/2/2021,2.66,17935,429.749594,89.53116542,70.56,9.08,5
22,12,2021,1166.74,243.0708333,2468.9,12/2/2021,2.66,17935,429.749594,89.53116542,70.56,9.08,5
23,12,2021,1061.72,221.1916667,2323,12/2/2021,2.66,17935,429.749594,89.53116542,70.56,9.08,5
24,12,2021,801.5,166.9791667,2251.5,12/2/2021,2.66,17935,429.749594,89.53116542,70.56,9.08,5
1,12,2021,750.17,156.2854167,2335.1,12/3/2021,2.66,12961.773,433.330496,90.27718667,70.71,9.08,5
2,12,2021,640.01,133.3354167,2272.6,12/3/2021,2.66,12961.773,433.330496,90.27718667,70.71,9.08,5
3,12,2021,584.41,121.7520833,2182.2,12/3/2021,2.66,12961.773,433.330496,90.27718667,70.71,9.08,5
4,12,2021,559.23,116.50625,2160.7,12/3/2021,2.66,12961.773,433.330496,90.27718667,70.71,9.08,5
5,12,2021,587,122.2916667,2227.6,12/3/2021,2.66,12961.773,433.330496,90.27718667,70.71,9.08,5
6,12,2021,831.11,173.1479167,2584.7,12/3/2021,2.66,12961.773,433.330496,90.27718667,70.71,9.08,5
7,12,2021,1300.01,270.8354167,2542.8,12/3/2021,2.66,12961.773,433.330496,90.27718667,70.71,9.08,5
8,12,2021,1431.55,298.2395833,2977.8,12/3/2021,2.66,12961.773,433.330496,90.27718667,70.71,9.08,5
9,12,2021,1493.53,311.1520833,3140.5,12/3/2021,2.66,12961.773,433.330496,90.27718667,70.71,9.08,5
10,12,2021,1307.48,272.3916667,3082.5,12/3/2021,2.66,12961.773,433.330496,90.27718667,70.71,9.08,5
11,12,2021,1225.54,255.3208333,3014.4,12/3/2021,2.66,12961.773,433.330496,90.27718667,70.71,9.08,5
12,12,2021,1212.13,252.5270833,2904.1,12/3/2021,2.66,12961.773,433.330496,90.27718667,70.71,9.08,5
13,12,2021,1212.33,252.56875,2884.4,12/3/2021,2.66,12961.773,433.330496,90.27718667,70.71,9.08,5
14,12,2021,1260.91,262.6895833,2801.8,12/3/2021,2.66,12961.773,433.330496,90.27718667,70.71,9.08,5
15,12,2021,1349.2,281.0833333,2736.6,12/3/2021,2.66,12961.773,433.330496,90.27718667,70.71,9.08,5
16,12,2021,1393.44,290.3,2645.8,12/3/2021,2.66,12961.773,433.330496,90.27718667,70.71,9.08,5
17,12,2021,1459.83,304.13125,2925.5,12/3/2021,2.66,12961.773,433.330496,90.27718667,70.71,9.08,5
18,12,2021,1464.86,305.1791667,2918.2,12/3/2021,2.66,12961.773,433.330496,90.27718667,70.71,9.08,5
19,12,2021,1449.78,302.0375,2796.5,12/3/2021,2.66,12961.773,433.330496,90.27718667,70.71,9.08,5
20,12,2021,1196.93,249.3604167,2657.4,12/3/2021,2.66,12961.773,433.330496,90.27718667,70.71,9.08,5
21,12,2021,1036.39,215.9145833,2371.8,12/3/2021,2.66,12961.773,433.330496,90.27718667,70.71,9.08,5
22,12,2021,976.93,203.5270833,2351.8,12/3/2021,2.66,12961.773,433.330496,90.27718667,70.71,9.08,5
23,12,2021,895.77,186.61875,2366.3,12/3/2021,2.66,12961.773,433.330496,90.27718667,70.71,9.08,5
24,12,2021,744.54,155.1125,2544,12/3/2021,2.66,12961.773,433.330496,90.27718667,70.71,9.08,5
1,12,2021,639.58,133.2458333,2446.5,12/4/2021,2.67,13370.755,399.337528,83.19531833,73.38,9.08,5
2,12,2021,639.58,133.2458333,2356.9,12/4/2021,2.67,13370.755,399.337528,83.19531833,73.38,9.08,5
3,12,2021,702.96,146.45,2285,12/4/2021,2.67,13370.755,399.337528,83.19531833,73.38,9.08,5
4,12,2021,913.04,190.2166667,2227.9,12/4/2021,2.67,13370.755,399.337528,83.19531833,73.38,9.08,5
5,12,2021,915.61,190.7520833,2172.3,12/4/2021,2.67,13370.755,399.337528,83.19531833,73.38,9.08,5
6,12,2021,909.6,189.5,2210.5,12/4/2021,2.67,13370.755,399.337528,83.19531833,73.38,9.08,5
7,12,2021,928.43,193.4229167,2363,12/4/2021,2.67,13370.755,399.337528,83.19531833,73.38,9.08,5
8,12,2021,1014.55,211.3645833,2621,12/4/2021,2.67,13370.755,399.337528,83.19531833,73.38,9.08,5
9,12,2021,1102.6,229.7083333,2852,12/4/2021,2.67,13370.755,399.337528,83.19531833,73.38,9.08,5
10,12,2021,1163.06,242.3041667,2816.9,12/4/2021,2.67,13370.755,399.337528,83.19531833,73.38,9.08,5
11,12,2021,1185.53,246.9854167,2828.4,12/4/2021,2.67,13370.755,399.337528,83.19531833,73.38,9.08,5
12,12,2021,1163.06,242.3041667,2758.1,12/4/2021,2.67,13370.755,399.337528,83.19531833,73.38,9.08,5
13,12,2021,1177.47,245.30625,2680.4,12/4/2021,2.67,13370.755,399.337528,83.19531833,73.38,9.08,5
14,12,2021,1098.68,228.8916667,2684.1,12/4/2021,2.67,13370.755,399.337528,83.19531833,73.38,9.08,5
15,12,2021,1082.49,225.51875,2662.3,12/4/2021,2.67,13370.755,399.337528,83.19531833,73.38,9.08,5
16,12,2021,1054.14,219.6125,2877.8,12/4/2021,2.67,13370.755,399.337528,83.19531833,73.38,9.08,5
17,12,2021,1316.84,274.3416667,3230.8,12/4/2021,2.67,13370.755,399.337528,83.19531833,73.38,9.08,5
18,12,2021,1406.25,292.96875,3359.6,12/4/2021,2.67,13370.755,399.337528,83.19531833,73.38,9.08,5
19,12,2021,1394.25,290.46875,3309.7,12/4/2021,2.67,13370.755,399.337528,83.19531833,73.38,9.08,5
20,12,2021,1356.19,282.5395833,3190.1,12/4/2021,2.67,13370.755,399.337528,83.19531833,73.38,9.08,5
21,12,2021,1197.31,249.4395833,2925.4,12/4/2021,2.67,13370.755,399.337528,83.19531833,73.38,9.08,5
22,12,2021,1124.51,234.2729167,2525.8,12/4/2021,2.67,13370.755,399.337528,83.19531833,73.38,9.08,5
23,12,2021,868.67,180.9729167,2085.3,12/4/2021,2.67,13370.755,399.337528,83.19531833,73.38,9.08,5
24,12,2021,887.77,184.9520833,2000.3,12/4/2021,2.67,13370.755,399.337528,83.19531833,73.38,9.08,5
1,12,2021,707.75,147.4479167,2195.5,12/5/2021,2.67,9442.734,397.234628,82.75721417,73.38,9.08,5
2,12,2021,572.33,119.2354167,2201.1,12/5/2021,2.67,9442.734,397.234628,82.75721417,73.38,9.08,5
3,12,2021,556.66,115.9708333,2158.2,12/5/2021,2.67,9442.734,397.234628,82.75721417,73.38,9.08,5
4,12,2021,400.79,83.49791667,2154.7,12/5/2021,2.67,9442.734,397.234628,82.75721417,73.38,9.08,5
5,12,2021,531,110.625,2183.8,12/5/2021,2.67,9442.734,397.234628,82.75721417,73.38,9.08,5
6,12,2021,531,110.625,2174.2,12/5/2021,2.67,9442.734,397.234628,82.75721417,73.38,9.08,5
7,12,2021,644.71,134.3145833,2195.7,12/5/2021,2.67,9442.734,397.234628,82.75721417,73.38,9.08,5
8,12,2021,792.26,165.0541667,2213.2,12/5/2021,2.67,9442.734,397.234628,82.75721417,73.38,9.08,5
9,12,2021,988.94,206.0291667,2260.2,12/5/2021,2.67,9442.734,397.234628,82.75721417,73.38,9.08,5
10,12,2021,1019.86,212.4708333,2240,12/5/2021,2.67,9442.734,397.234628,82.75721417,73.38,9.08,5
11,12,2021,1035.68,215.7666667,2067,12/5/2021,2.67,9442.734,397.234628,82.75721417,73.38,9.08,5
12,12,2021,1039.23,216.50625,1975.9,12/5/2021,2.67,9442.734,397.234628,82.75721417,73.38,9.08,5
13,12,2021,990.03,206.25625,2004.6,12/5/2021,2.67,9442.734,397.234628,82.75721417,73.38,9.08,5
14,12,2021,965,201.0416667,1967.5,12/5/2021,2.67,9442.734,397.234628,82.75721417,73.38,9.08,5
15,12,2021,994.77,207.24375,1983.7,12/5/2021,2.67,9442.734,397.234628,82.75721417,73.38,9.08,5
16,12,2021,1041.65,217.0104167,2253.6,12/5/2021,2.67,9442.734,397.234628,82.75721417,73.38,9.08,5
17,12,2021,1133.6,236.1666667,2643.3,12/5/2021,2.67,9442.734,397.234628,82.75721417,73.38,9.08,5
18,12,2021,1271.37,264.86875,2730.3,12/5/2021,2.67,9442.734,397.234628,82.75721417,73.38,9.08,5
19,12,2021,1286.66,268.0541667,2716.1,12/5/2021,2.67,9442.734,397.234628,82.75721417,73.38,9.08,5
20,12,2021,1261.28,262.7666667,2638.6,12/5/2021,2.67,9442.734,397.234628,82.75721417,73.38,9.08,5
21,12,2021,1032.48,215.1,2445.7,12/5/2021,2.67,9442.734,397.234628,82.75721417,73.38,9.08,5
22,12,2021,966.87,201.43125,2318,12/5/2021,2.67,9442.734,397.234628,82.75721417,73.38,9.08,5
23,12,2021,970.57,202.2020833,2266.5,12/5/2021,2.67,9442.734,397.234628,82.75721417,73.38,9.08,5
24,12,2021,644.75,134.3229167,2516.7,12/5/2021,2.67,9442.734,397.234628,82.75721417,73.38,9.08,5
1,12,2021,559.2,116.5,2212.3,12/6/2021,2.67,21612.253,424.042012,88.34208583,73.38,9.08,5
2,12,2021,531,110.625,2268.6,12/6/2021,2.67,21612.253,424.042012,88.34208583,73.38,9.08,5
3,12,2021,264.62,55.12916667,2114,12/6/2021,2.67,21612.253,424.042012,88.34208583,73.38,9.08,5
4,12,2021,311.87,64.97291667,2178.3,12/6/2021,2.67,21612.253,424.042012,88.34208583,73.38,9.08,5
5,12,2021,559.19,116.4979167,2292.6,12/6/2021,2.67,21612.253,424.042012,88.34208583,73.38,9.08,5
6,12,2021,900.41,187.5854167,2621.7,12/6/2021,2.67,21612.253,424.042012,88.34208583,73.38,9.08,5
7,12,2021,1307.99,272.4979167,2763.6,12/6/2021,2.67,21612.253,424.042012,88.34208583,73.38,9.08,5
8,12,2021,1722.64,358.8833333,3025.7,12/6/2021,2.67,21612.253,424.042012,88.34208583,73.38,9.08,5
9,12,2021,1838.64,383.05,3021.4,12/6/2021,2.67,21612.253,424.042012,88.34208583,73.38,9.08,5
10,12,2021,1799.72,374.9416667,3330.8,12/6/2021,2.67,21612.253,424.042012,88.34208583,73.38,9.08,5
11,12,2021,1781.53,371.1520833,3052.1,12/6/2021,2.67,21612.253,424.042012,88.34208583,73.38,9.08,5
12,12,2021,1746.95,363.9479167,2985,12/6/2021,2.67,21612.253,424.042012,88.34208583,73.38,9.08,5
13,12,2021,1641.54,341.9875,3073.3,12/6/2021,2.67,21612.253,424.042012,88.34208583,73.38,9.08,5
14,12,2021,1559.5,324.8958333,3071.3,12/6/2021,2.67,21612.253,424.042012,88.34208583,73.38,9.08,5
15,12,2021,1558.47,324.68125,3043.5,12/6/2021,2.67,21612.253,424.042012,88.34208583,73.38,9.08,5
16,12,2021,1654.14,344.6125,3072.2,12/6/2021,2.67,21612.253,424.042012,88.34208583,73.38,9.08,5
17,12,2021,1743.67,363.2645833,3285.2,12/6/2021,2.67,21612.253,424.042012,88.34208583,73.38,9.08,5
18,12,2021,1584.99,330.20625,3387.5,12/6/2021,2.67,21612.253,424.042012,88.34208583,73.38,9.08,5
19,12,2021,1436.6,299.2916667,3364.5,12/6/2021,2.67,21612.253,424.042012,88.34208583,73.38,9.08,5
20,12,2021,1315.28,274.0166667,3146.2,12/6/2021,2.67,21612.253,424.042012,88.34208583,73.38,9.08,5
21,12,2021,1173.93,244.56875,2937.1,12/6/2021,2.67,21612.253,424.042012,88.34208583,73.38,9.08,5
22,12,2021,984.79,205.1645833,2695.8,12/6/2021,2.67,21612.253,424.042012,88.34208583,73.38,9.08,5
23,12,2021,1009.81,210.3770833,2608.8,12/6/2021,2.67,21612.253,424.042012,88.34208583,73.38,9.08,5
24,12,2021,802.17,167.11875,2417.6,12/6/2021,2.67,21612.253,424.042012,88.34208583,73.38,9.08,5
1,12,2021,531,110.625,2559.8,12/7/2021,2.68,17922.747,459.301948,95.68790583,75.54,9.08,5
2,12,2021,531,110.625,2731.5,12/7/2021,2.68,17922.747,459.301948,95.68790583,75.54,9.08,5
3,12,2021,400,83.33333333,2576.5,12/7/2021,2.68,17922.747,459.301948,95.68790583,75.54,9.08,5
4,12,2021,531,110.625,2738,12/7/2021,2.68,17922.747,459.301948,95.68790583,75.54,9.08,5
5,12,2021,580.38,120.9125,2603.9,12/7/2021,2.68,17922.747,459.301948,95.68790583,75.54,9.08,5
6,12,2021,791.84,164.9666667,2916,12/7/2021,2.68,17922.747,459.301948,95.68790583,75.54,9.08,5
7,12,2021,1131.85,235.8020833,3041.3,12/7/2021,2.68,17922.747,459.301948,95.68790583,75.54,9.08,5
8,12,2021,1431.06,298.1375,3397.3,12/7/2021,2.68,17922.747,459.301948,95.68790583,75.54,9.08,5
9,12,2021,1528.02,318.3375,3682.2,12/7/2021,2.68,17922.747,459.301948,95.68790583,75.54,9.08,5
10,12,2021,1488.64,310.1333333,3740.7,12/7/2021,2.68,17922.747,459.301948,95.68790583,75.54,9.08,5
11,12,2021,1435.14,298.9875,3738.1,12/7/2021,2.68,17922.747,459.301948,95.68790583,75.54,9.08,5
12,12,2021,1443.79,300.7895833,3560.7,12/7/2021,2.68,17922.747,459.301948,95.68790583,75.54,9.08,5
13,12,2021,1405.15,292.7395833,3562.1,12/7/2021,2.68,17922.747,459.301948,95.68790583,75.54,9.08,5
14,12,2021,1386.45,288.84375,3495.2,12/7/2021,2.68,17922.747,459.301948,95.68790583,75.54,9.08,5
15,12,2021,1421.28,296.1,3310.7,12/7/2021,2.68,17922.747,459.301948,95.68790583,75.54,9.08,5
16,12,2021,1448.09,301.6854167,3316.6,12/7/2021,2.68,17922.747,459.301948,95.68790583,75.54,9.08,5
17,12,2021,1507.37,314.0354167,3718.1,12/7/2021,2.68,17922.747,459.301948,95.68790583,75.54,9.08,5
18,12,2021,1478.09,307.9354167,3776.9,12/7/2021,2.68,17922.747,459.301948,95.68790583,75.54,9.08,5
19,12,2021,1445.02,301.0458333,3505,12/7/2021,2.68,17922.747,459.301948,95.68790583,75.54,9.08,5
20,12,2021,1414.97,294.7854167,3258.2,12/7/2021,2.68,17922.747,459.301948,95.68790583,75.54,9.08,5
21,12,2021,1214.71,253.0645833,3072.5,12/7/2021,2.68,17922.747,459.301948,95.68790583,75.54,9.08,5
22,12,2021,1101.49,229.4770833,2583.5,12/7/2021,2.68,17922.747,459.301948,95.68790583,75.54,9.08,5
23,12,2021,1039.23,216.50625,2531.3,12/7/2021,2.68,17922.747,459.301948,95.68790583,75.54,9.08,5
24,12,2021,977.72,203.6916667,2578.6,12/7/2021,2.68,17922.747,459.301948,95.68790583,75.54,9.08,5
1,12,2021,759.01,158.1270833,2585.4,12/8/2021,2.71,27370.663,484.123838,100.8591329,75.94,9.08,5
2,12,2021,584.85,121.84375,2801.4,12/8/2021,2.71,27370.663,484.123838,100.8591329,75.94,9.08,5
3,12,2021,559.15,116.4895833,2944.6,12/8/2021,2.71,27370.663,484.123838,100.8591329,75.94,9.08,5
4,12,2021,545,113.5416667,2974.8,12/8/2021,2.71,27370.663,484.123838,100.8591329,75.94,9.08,5
5,12,2021,584.73,121.81875,2990.7,12/8/2021,2.71,27370.663,484.123838,100.8591329,75.94,9.08,5
6,12,2021,954.22,198.7958333,3027.1,12/8/2021,2.71,27370.663,484.123838,100.8591329,75.94,9.08,5
7,12,2021,1056.93,220.19375,3212.2,12/8/2021,2.71,27370.663,484.123838,100.8591329,75.94,9.08,5
8,12,2021,1191.06,248.1375,3620.5,12/8/2021,2.71,27370.663,484.123838,100.8591329,75.94,9.08,5
9,12,2021,1336.04,278.3416667,3856.3,12/8/2021,2.71,27370.663,484.123838,100.8591329,75.94,9.08,5
10,12,2021,1278.64,266.3833333,3830.5,12/8/2021,2.71,27370.663,484.123838,100.8591329,75.94,9.08,5
11,12,2021,1124.99,234.3729167,3748.2,12/8/2021,2.71,27370.663,484.123838,100.8591329,75.94,9.08,5
12,12,2021,1140.44,237.5916667,3690.6,12/8/2021,2.71,27370.663,484.123838,100.8591329,75.94,9.08,5
13,12,2021,1149.9,239.5625,3687,12/8/2021,2.71,27370.663,484.123838,100.8591329,75.94,9.08,5
14,12,2021,1155.39,240.70625,3617.3,12/8/2021,2.71,27370.663,484.123838,100.8591329,75.94,9.08,5
15,12,2021,1229.98,256.2458333,3481.4,12/8/2021,2.71,27370.663,484.123838,100.8591329,75.94,9.08,5
16,12,2021,1261.82,262.8791667,3464.6,12/8/2021,2.71,27370.663,484.123838,100.8591329,75.94,9.08,5
17,12,2021,1385.52,288.65,3679.9,12/8/2021,2.71,27370.663,484.123838,100.8591329,75.94,9.08,5
18,12,2021,1444.89,301.01875,3654.2,12/8/2021,2.71,27370.663,484.123838,100.8591329,75.94,9.08,5
19,12,2021,1432.76,298.4916667,3536.4,12/8/2021,2.71,27370.663,484.123838,100.8591329,75.94,9.08,5
20,12,2021,1406.8,293.0833333,3397.8,12/8/2021,2.71,27370.663,484.123838,100.8591329,75.94,9.08,5
